,EPAssetsId,Province,LicenceNumber,UWI,CurrentOperator,CurrentOperatorParent,CurrentOperatorParentName,Licensee,LicenseeParentCompany,LicenseeParentCompanyName,LicenceDate,CurrentStatus,CurrentStatusStandardised,WellType,WellTypeStandardised,ConfidentialReleaseDate,AbandonDate,SurfAbandonDate,WellName,Formation,Field,Pool,SurveySystem,Surf_Location,Surf_Township,Surf_Meridian,Surf_Range,Surf_Section,Surf_LSD,Surf_Longitude,Surf_Latitude,Surf_TownshipRange,Surf_QuarterUnit,Surf_Unit,Surf_Block,Surf_NTSMapSheet,Surf_Series,Surf_Area,Surf_Sheet,Surf_QuarterSection,BH_Location,BH_TownshipRange,BH_QuarterUnit,BH_Unit,BH_Block,BH_NTSMapSheet,BH_Series,BH_Area,BH_Sheet,BH_QuarterSection,BH_Longitude,BH_Latitude,BH_Township,BH_Meridian,BH_Range,BH_Section,BH_LSD,GroundElevation,KBElevation,TotalDepth,LaheeClass,Confidential,SurfaceOwner,OSArea,OSDeposit,DrillingContractor,SpudDate,FinalDrillDate,RigReleaseDate,DaysDrilling,DrillMetresPerDay,TVD,WellProfile,Country,RegulatoryAgency,PSACAreaCode,PSACAreaName,ProjectedDepth,StatusDate,StatusSource,UnitID,UnitName,UnitFlag,Municipality,CompletionDate,Agent,_Completed`Flag,_Perf`Flag,Match
1069,2622436,Alberta,0495504,100040506808W600,Modern Resources Inc.,8605,Modern Resources Inc.,Modern Resources Inc.,8605,Modern Resources Inc.,2019-08-20 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,MODERN HZ WAPITI 4-5-68-8,Cardium,Wapiti,Wapiti Undefined,DLS,05-04-068-08-W6,68,W6,8,4,5,-119.16778400000001,54.85435699999999,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-05-068-08-W6,068-08-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-119.19371699999999,54.851696999999994,68,W6,8,5,4,836.1,840.6,2762.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Precision Drilling Corporation,2019-09-29 00:00:00.000,2019-10-04 00:00:00.000,2019-10-06 00:00:00.000,5.0,552.4,1164.1,Directional,Canada,AER,AB2,Foothills Front,2762.8,2019-12-08 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1103,2592603,Alberta,0479193,100082406406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-03-23 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 8-24-64-6,Cardium,Kakwa,Main Cardium JJ,DLS,05-24-064-06-W6,64,W6,6,24,5,-118.77748100000001,54.550367,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,08-24-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-118.758187,54.550709,64,W6,6,24,8,902.2,907.4,2702.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2016-10-26 00:00:00.000,2016-11-06 00:00:00.000,2016-11-08 00:00:00.000,11.0,245.64,1589.13,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-01-18 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1107,2590768,Alberta,0472175,100132306406W602,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2014-11-25 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 13-23-64-6,Cardium,Kakwa,Cardium Undefined,DLS,13-24-064-06-W6,64,W6,6,24,13,-118.779524,54.559181,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,13-23-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-118.803097,54.558051,64,W6,6,23,13,838.6,842.9,2957.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2015-10-17 00:00:00.000,2015-11-02 00:00:00.000,2015-11-05 00:00:00.000,16.0,184.81,1514.4,Horizontal,Canada,AER,AB2,Foothills Front,,2015-12-18 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1108,2592602,Alberta,0479192,100122306406W600,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,Long Run Exploration Ltd.,9160,Calgary Sinoenergy Investment Corp.,2016-03-23 00:00:00.000,Flowing,Active,Gas,Gas,,,,LONG RUN HZ KAKWA 12-23-64-6,Cardium,Kakwa,Main Cardium JJ,DLS,05-24-064-06-W6,64,W6,6,24,5,-118.77753600000001,54.550451,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,12-23-064-06-W6,064-06-W6,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-118.80331399999999,54.554662,64,W6,6,23,12,901.8,907.0,3300.0,Development,Non-Confidential,Crown,Not Applicable,Not Applicable,Bonanza Drilling Inc.,2016-10-09 00:00:00.000,2016-10-23 00:00:00.000,2016-10-25 00:00:00.000,14.0,235.71,1581.03,Horizontal,Canada,AER,AB2,Foothills Front,3000.0,2017-01-10 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1178,2621748,Alberta,0495048,102013403103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2019-07-09 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 1-34-31-3,Cardium,Harmattan East,Cardium Undefined,DLS,03-27-031-03-W5,31,W5,3,27,3,-114.34582900000001,51.679682,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,01-34-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.338416,51.693265999999994,31,W5,3,34,1,1038.6,1043.8,3708.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-08-20 00:00:00.000,2019-08-27 00:00:00.000,2019-08-29 00:00:00.000,7.0,529.71,1954.77,Directional,Canada,AER,AB2,Foothills Front,3688.0,2019-11-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1179,2614867,Alberta,0490361,100151703103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2018-08-08 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 15-17-31-3,Cardium,Harmattan East,Cardium C,DLS,16-08-031-03-W5,31,W5,3,8,16,-114.38199099999999,51.648326000000004,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,15-17-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.387716,51.663069,31,W5,3,17,15,1073.3,1078.9,3809.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-10-17 00:00:00.000,2018-10-26 00:00:00.000,2018-10-27 00:00:00.000,9.0,423.22,2048.98,Directional,Canada,AER,AB2,Foothills Front,3501.0,2018-12-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1180,2614808,Alberta,0490353,102141603103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2018-08-07 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE 102 HZ HARME 14-16-31-3,Cardium,Harmattan East,Cardium C,DLS,16-08-031-03-W5,31,W5,3,8,16,-114.38118200000001,51.648785,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,14-16-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.369818,51.663249,31,W5,3,16,14,1073.4,1078.9,3880.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-08-24 00:00:00.000,2018-09-01 00:00:00.000,2018-09-04 00:00:00.000,8.0,485.0,2036.76,Directional,Canada,AER,AB2,Foothills Front,3501.0,2018-12-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1181,2614807,Alberta,0490352,102131603103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2018-08-07 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE 102 HZ HARME 13-16-31-3,Cardium,Harmattan East,Cardium C,DLS,16-08-031-03-W5,31,W5,3,8,16,-114.38199099999999,51.648173,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,13-16-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.375076,51.663814,31,W5,3,16,13,1073.2,1078.9,3882.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-10-28 00:00:00.000,2018-11-05 00:00:00.000,2018-11-07 00:00:00.000,8.0,485.25,2043.08,Directional,Canada,AER,AB2,Foothills Front,3501.0,2018-12-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1182,2604815,Alberta,0484388,103161403103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2017-07-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 16-14-31-3,Cardium,Harmattan East,Cardium Undefined,DLS,15-11-031-03-W5,31,W5,3,11,15,-114.318331,51.648584,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,16-14-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.31138899999999,51.66303,31,W5,3,14,16,1048.9,1053.8,3703.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-07-30 00:00:00.000,2017-08-07 00:00:00.000,2017-08-08 00:00:00.000,8.0,462.88,1946.4,Horizontal,Canada,AER,AB2,Foothills Front,3700.0,2017-10-16 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1183,2604814,Alberta,0484387,102151403103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2017-07-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 15-14-31-3,Cardium,Harmattan East,Cardium Undefined,DLS,15-11-031-03-W5,31,W5,3,11,15,-114.319053,51.648586,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,15-14-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.317722,51.66301,31,W5,3,14,15,1049.9,1054.3,3541.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-07-19 00:00:00.000,2017-07-27 00:00:00.000,2017-07-28 00:00:00.000,8.0,442.63,1953.62,Horizontal,Canada,AER,AB2,Foothills Front,3541.0,2017-10-16 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1184,2604813,Alberta,0484374,102011103103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2017-07-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 1-11-31-3,Cardium,Harmattan East,Cardium O,DLS,15-11-031-03-W5,31,W5,3,11,15,-114.318692,51.648585,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-11-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.312274,51.635882,31,W5,3,11,1,1049.4,1055.2,3501.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2017-08-09 00:00:00.000,2017-08-15 00:00:00.000,2017-08-17 00:00:00.000,6.0,583.5,1949.26,Horizontal,Canada,AER,AB2,Foothills Front,3508.0,2017-10-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1185,2614866,Alberta,0490360,100030903103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2018-08-08 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 3-9-31-3,Cardium,Harmattan East,Cardium C,DLS,16-08-031-03-W5,31,W5,3,8,16,-114.38199099999999,51.648632,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,03-09-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.37163600000001,51.636573999999996,31,W5,3,9,3,1073.4,1078.9,3724.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-09-17 00:00:00.000,2018-09-27 00:00:00.000,2018-09-29 00:00:00.000,10.0,372.4,2041.57,Directional,Canada,AER,AB2,Foothills Front,3501.0,2018-12-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1186,2614865,Alberta,0490359,100010803103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2018-08-08 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 1-8-31-3,Cardium,Harmattan East,Cardium C,DLS,16-08-031-03-W5,31,W5,3,8,16,-114.38199099999999,51.648784,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,01-08-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.383997,51.635971999999995,31,W5,3,8,1,1073.6,1078.6,3718.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-09-05 00:00:00.000,2018-09-15 00:00:00.000,2018-09-16 00:00:00.000,10.0,371.8,2047.84,Directional,Canada,AER,AB2,Foothills Front,3501.0,2018-12-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1187,2614864,Alberta,0490358,100020503103W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2018-08-08 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 2-5-31-3,Cardium,Harmattan East,Cardium C,DLS,16-08-031-03-W5,31,W5,3,8,16,-114.38199099999999,51.648478999999995,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,02-05-031-03-W5,031-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.38739199999999,51.621378,31,W5,3,5,2,1073.4,1078.7,5348.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-09-30 00:00:00.000,2018-10-12 00:00:00.000,2018-10-16 00:00:00.000,12.0,445.67,2050.97,Directional,Canada,AER,AB2,Foothills Front,5350.0,2018-12-04 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1194,2614929,Alberta,0490423,100030203304W500,Nal Resources Limited,1303,Manulife Financial,Nal Resources Limited,1303,Manulife Financial,2018-08-13 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,NAL HZ HARME 3-2-33-4,Cardium,Harmattan East,Commingled Pool 002,DLS,14-11-033-04-W5,33,W5,4,11,14,-114.46564099999999,51.821758,033-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,03-02-033-04-W5,033-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.465267,51.796125,33,W5,4,2,3,1141.5,1146.8,4851.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-09-22 00:00:00.000,2018-10-02 00:00:00.000,2018-10-04 00:00:00.000,10.0,485.1,2121.38,Directional,Canada,AER,AB2,Foothills Front,4857.5,2018-11-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1204,2612662,Alberta,0489106,100163503304W500,Nal Resources Limited,1303,Manulife Financial,Nal Resources Limited,1303,Manulife Financial,2018-05-10 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,NAL HZ CAROL 16-35-33-4,Cardium,Caroline,Commingled Pool 002,DLS,03-35-033-04-W5,33,W5,4,35,3,-114.463095,51.868602,033-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,16-35-033-04-W5,033-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.454955,51.881237,33,W5,4,35,16,1101.4,1106.5,3756.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-06-14 00:00:00.000,2018-06-24 00:00:00.000,2018-06-26 00:00:00.000,10.0,375.6,2067.73,Directional,Canada,AER,AB2,Foothills Front,3769.6,2018-08-01 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1205,2621312,Alberta,0494737,102140703102W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2019-06-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE 102 HZ HARME 14-7-31-2,Cardium,Harmattan East,Cardium Undefined,DLS,03-07-031-02-W5,31,W5,2,7,3,-114.27649699999999,51.635483,031-02-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,14-07-031-02-W5,031-02-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.277115,51.648584,31,W5,2,7,14,1052.2,1058.3,3568.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-09-14 00:00:00.000,2019-09-20 00:00:00.000,2019-09-22 00:00:00.000,6.0,594.67,1932.74,Directional,Canada,AER,AB2,Foothills Front,3511.0,2019-11-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1206,2621290,Alberta,0494725,100130503102W500,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,Transglobe Energy Corporation,686,TransGlobe Energy Corporation,2019-06-04 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TRANSGLOBE HZ HARME 13-5-31-2,Cardium,Harmattan East,Cardium Undefined,DLS,03-05-031-02-W5,31,W5,2,5,3,-114.255455,51.621128999999996,031-02-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,13-05-031-02-W5,031-02-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NW,-114.25853300000001,51.63409,31,W5,2,5,13,1057.8,1063.4,3590.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-08-09 00:00:00.000,2019-08-14 00:00:00.000,2019-08-17 00:00:00.000,5.0,718.0,1926.6,Directional,Canada,AER,AB2,Foothills Front,3556.0,2019-11-20 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1207,2583243,Alberta,0473600,100162202604W500,Nal Resources Limited,1303,Manulife Financial,Orlen Upstream Canada Ltd.,4687,PKN Orlen SA,2014-12-18 00:00:00.000,Flowing,Active,Crude Oil,Oil,,,,TRIOIL HZ COCHRANE 16-22-26-4,Cardium,Cochrane,Cardium E,DLS,04-23-026-04-W5,26,W5,4,23,4,-114.46395700000001,51.227732,026-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,16-22-026-04-W5,026-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,-114.468818,51.240285,26,W5,4,22,16,1271.8,1276.4,4028.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Nabors Drilling Canada Limited,2015-09-12 00:00:00.000,2015-09-26 00:00:00.000,2015-09-28 00:00:00.000,14.0,287.71,2393.62,Horizontal,Canada,AER,AB2,Foothills Front,3940.0,2015-10-21 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1208,2620868,Alberta,0494387,102011202604W500,Nal Resources Limited,1303,Manulife Financial,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2019-05-06 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK HZ COCHRANE 1-12-26-4,Cardium,Cochrane,Cardium Undefined,DLS,02-24-026-04-W5,26,W5,4,24,2,-114.428068,51.227365,026-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,01-12-026-04-W5,026-04-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.42228,51.198714,26,W5,4,12,1,1279.5,1285.2,5575.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-10-10 00:00:00.000,2019-10-20 00:00:00.000,2019-10-27 00:00:00.000,10.0,557.5,2374.16,Directional,Canada,AER,AB2,Foothills Front,5836.0,2020-01-06 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1209,2619659,Alberta,0493676,100042902603W500,Nal Resources Limited,1303,Manulife Financial,Tamarack Acquisition Corp.,675,Tamarack Valley Energy Ltd.,2019-02-01 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,TAC 4-5 HZ LOCHEND 4-29-26-3,Cardium,Lochend,Commingled Pool 001,DLS,04-05-027-03-W5,27,W5,3,5,4,-114.39900700000001,51.271739000000004,027-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,04-29-026-03-W5,026-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.393193,51.24221,26,W5,3,29,4,1289.1,1292.7,5676.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Twilight Drilling Ltd.,2019-03-06 00:00:00.000,2019-03-15 00:00:00.000,2019-03-17 00:00:00.000,9.0,630.67,2342.72,Directional,Canada,AER,AB2,Foothills Front,5612.0,2019-04-08 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1210,2613171,Alberta,0489494,100022702603W500,Nal Resources Limited,1303,Manulife Financial,Nal Resources Limited,1303,Manulife Financial,2018-06-07 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,NAL HZ LOCHEND 2-27-26-3,Cardium,Lochend,Commingled Pool 001,DLS,02-34-026-03-W5,26,W5,3,34,2,-114.33673,51.256972999999995,026-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,02-27-026-03-W5,026-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SE,-114.336037,51.242433,26,W5,3,27,2,1244.1,1247.4,3714.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2018-08-08 00:00:00.000,2018-08-14 00:00:00.000,2018-08-16 00:00:00.000,6.0,619.0,2212.79,Directional,Canada,AER,AB2,Foothills Front,3724.8,2018-10-29 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
1211,2623012,Alberta,0495890,100042302603W500,Nal Resources Limited,1303,Manulife Financial,Ridgeback Resources Inc.,9510,Ridgeback Resources Inc.,2019-09-23 00:00:00.000,Pumping,Active,Crude Oil,Oil,,,,RIDGEBACK ET AL HZ LOCHEND 4-23-26-3,Cardium,Lochend,Cardium Undefined,DLS,16-13-026-03-W5,26,W5,3,13,16,-114.284181,51.22565,026-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,NE,04-23-026-03-W5,026-03-W5,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,SW,-114.32552199999999,51.227832,26,W5,3,23,4,1215.6,1220.1,4975.0,Development,Non-Confidential,Freehold,Not Applicable,Not Applicable,Horizon Drilling Inc.,2019-11-14 00:00:00.000,2019-11-23 00:00:00.000,2019-11-25 00:00:00.000,9.0,552.78,2166.37,Directional,Canada,AER,AB2,Foothills Front,5157.0,2020-01-14 00:00:00.000,AER,,,No,,,Unspecified,1,1,Yes
